,Label,String,clean_text,encoded_label
19,Bullying,"""Anaknya udh pinter, maknya yang kelempengan.. berasa masih baby, tingginya azka aj melebihi mamanya..""",anaknya sudah pintar maknya kelempengan berasa baby tingginya azka saja melebihi mamanya,0
20,Non-bullying,"""Anak yg cerdas terbentuk dr pola asuh sekaligus pola didik ortu yg cerdas pula sih pada saranya. Sesimple itu""",anak yang cerdas terbentuk dari pola asuh pola didik orangtua yang cerdas sih saranya sesimple,1
21,Non-bullying,"""Setengah iri setengah jadi motivasi ini""",iri motivasi,1
22,Bullying,"""Ancur hidup lu kalau sama dia? Sumpah..""",hancur hidup kamu sumpah,0
23,Bullying,"""serem banget muka lo mel kayak ayam potong merah banget""",seram sekali muka kamu mel mirip ayam potong merah sekali,0
24,Non-bullying,"""Yaudah jd pengusaha kuliner aja gausah artis, makanannya emang bikin ngiler sih wkwkw""",yaudah jadi pengusaha kuliner saja tidak usah artis makanannya memang bikin ngiler sih wkwkw,1
25,Non-bullying,"""Kamu emang cocoknya jadi pengusaha kuliner udah fixs. Semoha lancat terusssss""",memang cocoknya pengusaha kuliner sudah fixs semoha lancat terusssss,1
26,Bullying,"""Tak sejelek IMAGE Owner ya..? Artis ups bukan Artis? Hallo secara tidak langsung semua orang itu tau IMAGE lu jelek gentong!""",sejelek image owner ya artis ups artis hallo langsung orang tahu image kamu jelek gentong,0
27,Bullying,"""Apaan sih gak jelas hidupnya""",sih tidak hidupnya,0
28,Bullying,"""Sebelum aku Unfoll, aku mau bilang NAJISSSS""",unfoll bilang najissss,0
29,Bullying,"""muka lu sensual tapi norak kenapa dah""",muka kamu sensual norak sudah,0
30,Non-bullying,"""Udah gk jaman ngebully orang hey netizen mending ngaca dari kekurangan sendiri""",sudah tidak jaman ngebully orang hey netizen mending ngaca kekurangan,1
31,Non-bullying,"""Kalau pas penempatannya, sebenernya kamu imut banget loh mel.""",pas penempatannya sebenarnya imut sekali loh mel,1
32,Bullying,"""Cakep kaga jelek iya HAHAH""",cakap kaga jelek iya hahah,0
33,Bullying,"""jari jari kaki kayak jarinya tukang panggul""",jari jari kaki mirip jarinya tukang panggul,0
34,Bullying,"""Kakinya kek lagi hamil tua ya bun, semacam kaki gajah @ayuugsia""",kakinya kek hamil tua ya bun kaki gajah ayuugsia,0
35,Non-bullying,"""Suka heran sama yg ngehina fisik,, ternyata bener ya kita semua pendosa dengan cara kita sendiri,,""",suka heran yang ngehina fisik benar ya pendosa,1
36,Bullying,"""Ini diedit biar langsing padahal mah klo live bomber badannya""",diedit biar langsing mah kalau live bomber badannya,0
37,Bullying,"""Kakinya gedong sayyy kek kaki jantan? Upp kan dia suka berbaur ama warwerwor.. Mahluk astral.. Yg kakinya gedong""",kakinya gedong sayyy kek kaki jantan upp suka berbaur ama warwerwor mahluk astral yang kakinya gedong,0
38,Non-bullying,"""Bagusan foto pakai masker drpd gak pakai masker""",bagusan foto pakai masker daripada tidak pakai masker,1
39,Bullying,"""@rosameldianti_ kakak foto sebelum ini. kenapa Memeknya Keliatan Tebal???? Memeknya kakak Lagi Bengkak yah???""",rosameldianti_ kakak foto memeknya kelihatan tebal memeknya kakak bengkak yah,0
40,Bullying,"""Bra nya kedodoran kak make ukuran gede yaa""",bra nya kedodoran kak pakai ukuran gede yaa,0
41,Non-bullying,"""Nah ini cantik seneng. Usahanya membuahkan hasil. Semangat ya mel semoga menjadi pribadi yang lebih baik lagi""",cantik senang usahanya membuahkan hasil semangat ya mel semoga pribadi,1
42,Bullying,"""mba bisa gk sih, kalau gk merem melek gitu matanya kaya orang cacingan""",mba tidak sih tidak merem melek begitu matanya kaya orang cacingan,0
43,Non-bullying,"""Semoga lancar terus usahanya mel""",semoga lancar usahanya mel,1
44,Non-bullying,"""Cantik banget kalo meldi muka natural kek gini""",cantik sekali kalau meldi muka natural kek gini,1
45,Non-bullying,"""Lu diem aja cantik mel kalo ga banyak gaya serius""",kamu diam saja cantik mel kalau tidak gaya serius,1
46,Bullying,"""Kaku kek kanebo kering hahaha""",kaku kek kanebo kering hahaha,0
47,Non-bullying,"""Semakin glowing say? natural kayak gini bagus tambahin prestasi nya ya say""",glowing say natural mirip gini bagus tambahin prestasi nya ya say,1
48,Bullying,"""Meldi, emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya? auranya gak keliatan yg ada malah butek""",meldi emaknya buka klinik totok aura kayaknya anaknya tidak ditotok ya auranya tidak kelihatan yang butek,0
49,Bullying,"""Karena muka lo pasaran mel, di pasar sapi juga ada yang mirip noh""",muka kamu pasaran mel pasar sapi noh,0
50,Bullying,"""Maap kalau gua sering nyamain lu sama dugong soalnya emang mirip""",maaf saya nyamain kamu dugong memang,0
51,Bullying,"""Iya lo kamu mirip monyet mel""",iya kamu monyet mel,0
52,Bullying,"""Bagusan pantat panci aing atuh anjir""",bagusan pantat panci aing atuh anjir,0
53,Bullying,"""Ya emang ga ada yang sama soalnya muka kamu sama dengan muka badak, muka beton, ga ada malu,,,""",ya memang tidak muka muka badak muka beton tidak malu,0
54,Non-bullying,"""Kok mbak meldi sekarang tambah cantik ya rahasianya apa..""",mbak meldi cantik ya rahasianya,1
55,Bullying,"""Lengannya gempal banget sih HAHA""",lengannya gempal sekali sih haha,0
56,Non-bullying,"""Fix yang komen semua nyela""",fix komen nyela,1
57,Non-bullying,"""Udah ka gausah digubris gausah dipikirin. Bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka. Gausah juga ngatain orang ka, tetep bersyukur atas nikmatnya""",sudah ka tidak usah digubris tidak usah dipikirin bersyukur saja nikmat tuhan sudah dikasih kaka tidak usah ngatain orang ka tetap bersyukur nikmatnya,1
58,Bullying,"""Jari jari nya gede gede banget, apalagi pas ngiklan makan ikan danau hambar, jarinya kayak jempol semua hawak bener""",jari jari nya gede gede sekali pas ngiklan makan ikan danau hambar jarinya mirip jempol hawak benar,0
59,Bullying,"""Jangan disamain muka @rosameldianti_ sama orang oi. Mintanya disamain sama babi""",disamain muka rosameldianti_ orang oi mintanya disamain babi,0
60,Non-bullying,"""Ga ada yang dibawah Meldi, semuanya setara, ada kekurangan ada kelebihan""",tidak dibawah meldi setara kekurangan kelebihan,1
61,Non-bullying,"""Ka mel gausah merendahkan orang lain. Bersyukur aja diatas langit juga masih ada langit lagi""",ka mel tidak usah merendahkan orang bersyukur saja diatas langit langit,1
62,Bullying,"""Mukanya kalau gak dibantu kamera dekil dan kumel""",mukanya tidak dibantu kamera dekil kumel,0
63,Non-bullying,"""Semua wanita cantik, jangan suka merasa lebih ah""",wanita cantik suka ah,1
64,Bullying,"""Meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si?""",meldi sudah kontrak endorse skincare ya mukanya jelek si,0
65,Non-bullying,"""Gila Netizen pada sempurna ngehina orang terus""",gila netizen sempurna ngehina orang,1
66,Bullying,"""Semua dah pada ngembang? habis di berapa cowo meldi?... enak ya di otak atik""",sudah ngembang habis cowok meldi enak ya otak atik,0
67,Bullying,"""Karena muka kayak elo pasaran dan murah?""",muka mirip kamu pasaran murah,0
68,Bullying,"""Muka buluk kepedean lagi.. muka udah tua""",muka buluk kepedean muka sudah tua,0
69,Bullying,"""Muka lu kaya tai wkwkwk""",muka kamu kaya tai wkwkwk,0
70,Bullying,"""Sakit jiwa ini upil gajah? Kasihan""",sakit jiwa upil gajah kasihan,0
71,Bullying,"""Jelek macam buntut kuali hahaha""",jelek buntut kuali hahaha,0
72,Non-bullying,"""Meldi tambah kurusan sekarang ya??? Cantik walaupun tanpa make up?""",meldi kurusan ya cantik pakai up,1
73,Non-bullying,"""Elu juga semoga semakinlebih baik dalam segala hal, terutama akhlak dan etikanya""",elu semoga semakinlebih akhlak etikanya,1
74,Non-bullying,"""Mbak mell sehat dan sukses ya""",mbak mell sehat sukses ya,1
75,Non-bullying,"""Aamiin. Doa baik juga untuk Meldi""",aamiin doa meldi,1
76,Non-bullying,"""Selamat tahun baru mbak, semoga jadi pribadi yang lebih baik amin""",selamat mbak semoga pribadi amin,1
77,Non-bullying,"""Meldi ini lama lama cantik loh tinggal dibenerin akhlak dan adabnya pasti makin sip""",meldi cantik loh tinggal dibenerin akhlak adabnya sip,1
78,Bullying,"""Pengambilan fotonya sudah bagus mantap dan keren.. tinggal pengambilan ARWAH nya aja yang belum""",pengambilan fotonya bagus mantap keren tinggal pengambilan arwah nya saja,0
79,Bullying,"""Nggak ada cantik-cantik nya hahaha""",tidak cantik cantik nya hahaha,0
80,Bullying,"""Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini""",kasihan editornya sih nanggung dosa sekali kayaknya ngeditnya offside gini,0
81,Non-bullying,"""Lama lama mirip dewi persik ya""",dewi persik ya,1
82,Non-bullying,"""pada julid padahal kan meldi gak nyusahin kalian""",julid meldi tidak nyusahin,1
83,Bullying,"""ini foto apa w masukin museum aja ya ga ada pantas2nya""",foto w masukin museum saja ya tidak pantas2nya,0
84,Bullying,"""Nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana""",tidak ngumpul bareng mami isa gembrot disana,0
85,Bullying,"""Lagu lu ga ada yang laku ya mel??""",lagu kamu tidak laku ya mel,0
86,Bullying,"""Lututnya masih hitam gosok maning biar tambah cling dan cantik""",lututnya hitam gosok maning biar cling cantik,0
87,Non-bullying,"""Suka heran sama warga +62 sukanya ngehujat orang mulu, dapat pahala kagak dosa mah iya""",suka heran warga 62 sukanya ngehujat orang terus pahala tidak dosa mah iya,1
88,Non-bullying,"""Tambah cantik aja rosa meldianti""",cantik saja rosa meldianti,1
89,Bullying,"""Jadi diri sendiri, jangan jadi ular apalagi dugong""",ular dugong,0
90,Non-bullying,"""Saya kok suka ya sama mereka harmonis""",suka ya harmonis,1
91,Non-bullying,"""Cantik banget kalau pakai baju kayak gitu""",cantik sekali pakai baju mirip begitu,1
92,Non-bullying,"""Jujur ya kamu kalo anteng ga buat masalah cantik mel""",jujur ya kalau anteng tidak cantik mel,1
93,Bullying,"""Cowoknya ga ada cakep cakepnya""",cowoknya tidak cakap cakepnya,0
94,Bullying,"""Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya""",foto tirus kalau video wariorr mukanya kek donat tidak bentuknya,0
95,Non-bullying,"""Dari sekian banyak foto yang diposting, ini yang paling cantik""",sekian foto diposting cantik,1
96,Bullying,"""Artis abal-abal.. Muka putih tangan hitam? ager2 ATM nya udah isi berapa sekarang""",artis abal abal muka putih tangan hitam ager2 atm nya sudah isi,0
97,Bullying,"""Itu muka kayak penuh tekanan banget""",muka mirip penuh tekanan sekali,0
98,Bullying,"""@rosameldianti_ cowokmu wajah nya culun dan cupu kayak om2""",rosameldianti_ cowokmu wajah nya culun cupu mirip om2,0
99,Non-bullying,"""Masyaallah cantik terlihat sopan dan anggun""",masyaallah cantik sopan anggun,1
100,Bullying,"""Kang ojek kali belang tangannya""",kang ojek kali belang tangannya,0
101,Non-bullying,"""Seneng liat pasangan ini cewenya di hujat 1 indonesia tapi dia tetep setia nemenin""",senang liat pasangan cewenya hujat 1 indonesia tetap setia menemani,1
102,Bullying,"""Dia memutuskan menjadi tumbal apartment""",memutuskan tumbal apartemen,0
103,Non-bullying,"""makin cantik mel, semangat dietnyaa""",cantik mel semangat dietnyaa,1
104,Bullying,"""Itu tangan apa paha haha?.""",tangan paha haha,0
105,Non-bullying,"""Mel disini kamu keliatan cakep""",mel kelihatan cakap,1
106,Bullying,"""Mukanya kayak lagi ngeden pas boker""",mukanya mirip ngeden pas boker,0
107,Bullying,"""Aduuh.. terlalu halu.. hhahaha lebay editan nyaa lemak kemana lemak? hahhaaa.. mimpi ketinggian..""",aduuh halu hhahaha lebay editan nyaa lemak ke mana lemak hahhaaa mimpi ketinggian,0
108,Non-bullying,"""salfok sama kaki, tapi cantik banget asli""",salfok kaki cantik sekali asli,1
109,Bullying,"""@_dy1412 buset cantik diedit aja mba, coba dah aslinya dah kayak buntelan kentut?""",_dy1412 buset cantik diedit saja mba coba sudah aslinya sudah mirip buntelan kentut,0
110,Bullying,"""atas bawah hitam putih, kek kopi luwak""",hitam putih kek kopi luwak,0
111,Bullying,"""Palsu badane diedit semua tu, aslinya dimana2 lemak""",palsu badane diedit itu aslinya dimana2 lemak,0
112,Bullying,"""Udah dapat kontrak dari skincare ttp aja buluk mel""",sudah kontrak skincare tetap saja buluk mel,0
113,Non-bullying,"""heran sama netizen klo gk suka jangan diliat aja""",heran netizen kalau tidak suka diliat saja,1
114,Non-bullying,"""sukses selalu yah ka @rosameldianti_ semangat""",sukses yah ka rosameldianti_ semangat,1
115,Non-bullying,"""Jujur aku lebih suka meldi yang sekarang daripada yang dulu suka ngehujat orang""",jujur suka meldi suka ngehujat orang,1
116,Bullying,"""sumpah aslinya muka lo lebar kayak baskom loh mel @rosameldianti_""",sumpah aslinya muka kamu lebar mirip baskom loh mel rosameldianti_,0
117,Non-bullying,"""Berkarya teros meldi walo ga ada yg nuntun kamu.""",berkarya terus meldi walo tidak yang nuntun,1
118,Bullying,"""Astaghfirullah, seram sekali ya bun seperti ular jelmaan makhluk halus ya bun""",astaghfirullah seram ya bun ular jelmaan makhluk halus ya bun,0
119,Non-bullying,"""Dan yang paling saya heran cowokpun ikut ngebully, sabar meldi.""",heran cowokpun ngebully sabar meldi,1
120,Bullying,"""Astaga? Ratu edit muka.. Sumpah seren kayak film setan2 gitu?..""",astaga ratu edit muka sumpah seren mirip film setan2 begitu,0
121,Bullying,"""Matanya kayak katarak anjir AHAHAH""",matanya mirip katarak anjir ahahah,0
122,Bullying,"""Caption aja COPAS! Cantumin credit dong, dasar iblis""",caption saja copas cantumin credit dasar iblis,0
123,Non-bullying,"""Unfoll aja daripada kalian dosa ngebully2 terus..""",unfoll saja dosa ngebully2,1
124,Non-bullying,"""Meldi aku perhatikan kamu seperti orang china deh.. cantik""",meldi perhatikan orang china deh cantik,1
125,Bullying,"""Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk""",editan softlensnya mbaknya mirip ratu titisan ular wkwkwk,0
126,Bullying,"""Kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya..""",kasihan ular dibawa bawa tidak ular pantasnya bunglon buaya,0
127,Non-bullying,"""Maju trus ya sayang.. abaikan orang2 yg comment menyakitkan""",maju terus ya sayang abaikan orang2 yang comment menyakitkan,1
128,Bullying,"""Kasihan ya kamu @rosameldianti_ Hidup sekali cuman buat bahan hujatan masyarakat? Mubadzir banget deh hidup lo? Napa gak bunuh diri aja?""",kasihan ya rosameldianti_ hidup hanya bahan hujatan masyarakat mubadzir sekali deh hidup kamu kenapa tidak bunuh saja,0
129,Non-bullying,"""Semangat mel, bahasa asing mah yang penting kita berani pasti entarnya bisa""",semangat mel bahasa asing mah berani entarnya,1
130,Bullying,"""Beda sama d foto yaa.. Disini lebar banget mukanya maaf itu kalau foto editan ya""",beda di foto yaa lebar sekali mukanya maaf foto editan ya,0
131,Non-bullying,"""Meldi meskipun kadang mulut ku tak bisa di rem karena kehaluanmu, tapi aku bangga akan berusaha mu, yuhuuu""",meldi kadang mulut aku rem kehaluanmu bangga berusaha mu yuhuuu,1
132,Bullying,"""Lupa di edit ya tu muka melar""",lupa edit ya itu muka melar,0
133,Non-bullying,"""Semangatt, kesalahan dalam belajar bahasa asing itu penting. Karena itu pembelajaran utamanya, supaya kesalahannya ga terulang""",semangatt kesalahan belajar bahasa asing pembelajaran utamanya kesalahannya tidak terulang,1
134,Non-bullying,"""Kereennnn.. dari bully.an netizen menjadikanmu mau belajar""",kereennnn bully an netizen menjadikanmu belajar,1
135,Bullying,"""Hiiihhh jiik lihat nih orang? auranya buruk bgt gak ada manis manisnya""",hiiihhh jiik lihat nih orang auranya buruk sangat tidak manis manisnya,0
136,Non-bullying,"""Semangat untuk belajar ya? saya uga gak bisa bahasa inggris""",semangat belajar ya uga tidak bahasa inggris,1
137,Non-bullying,"""Yang penting ada niat.. dan keberanian""",niat keberanian,1
138,Non-bullying,"""Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..""",salut mel semangat belajar yang ngetawain berani,1
139,Non-bullying,"""Gpp Mel semangat buat belajar trusssss jangan gampang nyerah pokoknya @rosameldianti_""",tidak apa-apa mel semangat belajar trusssss gampang nyerah pokoknya rosameldianti_,1
140,Non-bullying,"""Setidaknya dia ngaku. bukan belagak pintar""",ngaku belagak pintar,1
141,Bullying,"""Masih jauh kalo ngarep bisa ikutan kontes miss earth , makanya dari kecil les inggris biar lidahnya gak keseleo""",kalau mengharap ikutan kontes miss earth les inggris biar lidahnya tidak keseleo,0
142,Non-bullying,"""Cuma di postingan ini ya bund netizen sedikit yang menghujat""",postingan ya bund netizen menghujat,1
143,Non-bullying,"""Happy birthday Mel sehat dan Sukses yah, Aamiin""",happy birthday mel sehat sukses yah aamiin,1
144,Non-bullying,"""Happy Birthday kak Meldi yang imut n ngegemesin. Tambah sukses selalu""",happy birthday kak meldi imut n ngegemesin sukses,1
145,Bullying,"""Ya ampun ketiak dan lemaknya editan parah wkwk""",ya ampun ketiak lemaknya editan parah wkwk,0
146,Bullying,"""Ketiaknya habis di amplas mel, alus banget""",ketiaknya habis amplas mel alus sekali,0
147,Bullying,"""Udah diedit gitu, ketiak lu tetap hitam""",sudah diedit begitu ketiak kamu hitam,0
148,Non-bullying,"""Selamat ulang tahun mel, udah yah jangan banyak tingkah""",selamat ulang mel sudah yah tingkah,1
149,Bullying,"""Mukanya kuning banget kaya kunyit""",mukanya kuning sekali kaya kunyit,0
150,Non-bullying,"""Selamat ulang tahun meldi sukses dan sehat terus ya?.""",selamat ulang meldi sukses sehat ya,1
151,Non-bullying,"""Fotonya lainnya jangan yang ini, kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh, aku mah kasihan""",fotonya cantik ihhh biar tidak kena hujat ihh mah kasihan,1
152,Non-bullying,"""HBD meldi? Semoga sukses selalu dan panjang umur dan rejekinya di lancarkan.. Amin""",happy birthday meldi semoga sukses umur rejekinya lancarkan amin,1
153,Bullying,"""Perasaan kemarin lengannya kekar banget kek petinju, udah gitu ketiaknya juga hitam. Kok difoto ini lengannya jadi kecil, ketiaknya putih kek dibedakin""",perasaan kemarin lengannya kekar sekali kek petinju sudah begitu ketiaknya hitam difoto lengannya ketiaknya putih kek dibedakin,0
154,Non-bullying,"""Selamat Ulang Tahun kak @rosameldianti_, banyaknya sadar dan jangan pansos lagi yah. Amin""",selamat ulang kak rosameldianti_ banyaknya sadar pansos yah amin,1
155,Non-bullying,"""Hbd cantik semoga kedepannya tambah sukses""",happy birthday cantik semoga kedepannya sukses,1
156,Non-bullying,"""Hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu""",happy birthday mbak mel cantik panjangkan umurnya sehat,1
157,Non-bullying,"""berdiri di kaki sendiri lebih baik""",berdiri kaki,1
158,Bullying,"""Biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin""",biar edit2 kaya saja ketiak hitam nya tidak bohongin,0
159,Bullying,"""Sumpah demi apapun.. Lengan nya gede banget""",sumpah apapun lengan nya gede sekali,0
160,Bullying,"""Selamat ulang tahun panjang umur sampai ketemu dajjal""",selamat ulang umur ketemu dajjal,0
161,Bullying,"""Ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu, dasar Dugong @rosameldianti_""",ketiak hitam buluk kamu edit nutupin daki diketek kamu aka hitam ketiak kamu dasar dugong rosameldianti_,0
162,Bullying,"""Di atm tinggal 150 ribu aja banyak gaya lu dugong""",atm tinggal 150 ribu saja gaya kamu dugong,0
163,Bullying,"""Gak ada bagus2nya suara dan polanya?.""",tidak bagus2nya suara polanya,0
164,Bullying,"""Si Meldi jelek aja banyak gaya. Beda banget sm tante n sepupunya yang udah jelas2 cantik""",si meldi jelek saja gaya beda sekali sama tante n sepupunya sudah jelas2 cantik,0
165,Non-bullying,"""Tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat""",sudah berubah tidak mirip saya lihat,1
166,Bullying,"""Ngedit ketiaknya berapa lah dah itu ya ampe ngeblur pisan.. Putihnya kek cat tembok""",ngedit ketiaknya sudah ya sampai ngeblur pisan putihnya kek cat tembok,0
167,Bullying,"""Aduh dugong masih aja gila filter?.""",aduh dugong saja gila filter,0
168,Bullying,"""Sekarang bukan muka aja yang didempul, tapi ketiak juga""",muka saja didempul ketiak,0
169,Bullying,"""Kasian kebelet artis tapi gak punya bakat""",kasihan kebelet artis tidak bakat,0
170,Bullying,"""Yang merasa peliharaannya lepas, tolong diangkut""",peliharaannya lepas tolong diangkut,0
171,Non-bullying,"""Miris banget? ultah bukan didoain yang baik2 tapi tetap di bully kasian !! God bless u mel""",miris sekali ultah didoain baik2 bully kasihan god bless u mel,1
172,Bullying,"""Mudah mudahan lu jadi gembel. Amin ya Allah""",mudah mudahan kamu jelek amin ya allah,0
173,Bullying,"""Ketiaknya hitam dikasih bedak jadi nya abu"" monyet""",ketiaknya hitam dikasih bedak nya abu monyet,0
174,Non-bullying,"""Heran gua mah kalau gasuka gausah di follow dah tau ni akun private kalo lu tetap follow dan ngebuli tanda nya lu sirik. Gasuka ya gausah diliat, kaya dirinya sempurna aja""",heran saya mah tidak suka tidak usah follow sudah tahu ni akun private kalau kamu follow ngebuli tanda nya kamu sirik tidak suka ya tidak usah diliat kaya sempurna saja,1
175,Bullying,"""Gua berharap lu aja si yg sakit bukan laura lol""",saya berharap kamu saja si yang sakit laura lol,0
176,Bullying,"""Harusnya lo aja yang menderitaaa bukan lora anj!!!!!!!!!""",kamu saja menderitaaa lora anj,0
177,Bullying,"""GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA""",gaga sempet benar lora kamu tinggalin kamu orang jahat tidak kamu tidak bahagia tidak,0
178,Bullying,"""Lu bener' ga.kalo sempet nyakitin lora gue santet!!!!!""",kamu benar tidak kalau sempet menyakiti lora saya santet,0
179,Bullying,"""Si gaga kok kek anjing""",si gaga kek anjing,0
180,Non-bullying,"""Semangat gaga, jangan liat kebelakang fokus aja kedepan, masih muda masih banyak yg lebih baik juga.""",semangat gaga liat kebelakang fokus saja kedepan muda yang,1
181,Bullying,"""Gak ada cantiknya. Gila yang ada""",tidak cantiknya gila,0
182,Non-bullying,"""meldi makin bersinar yaaa, pertahanin karir jgn di sia siain""",meldi bersinar yaaa pertahanin karir jangan sia siain,1
183,Non-bullying,"""Tetap semangat?. sebaik apapun kamu akan dalah Dimata pembenci?..""",semangat apapun dalah dimata pembenci,1
184,Bullying,"""Asli gak ada bebet bobo ni anak. kasihan sekali.""",asli tidak bebet tidur ni anak kasihan,0
185,Bullying,"""kumat? lama semedinya segini keluarnya""",kumat semedinya segini keluarnya,0
186,Bullying,"""Tangannya hitam? beda ama muka""",tangannya hitam beda ama muka,0
187,Bullying,"""Kok meldi di foto aku gendut beda""",meldi foto gendut beda,0
188,Bullying,"""Gatau sih, cantik tapi gak ada aura nya sama sekali . Cantik tapi idih gitu lihatnya , kenapa yaa ??""",gatau sih cantik tidak aura nya cantik idih begitu lihatnya yaa,0
189,Non-bullying,"""Baik buruk nya kamu akan tetap terlihat buruk di mata mereka yang ga menyukai mu..""",buruk nya buruk mata tidak menyukai mu,1
190,Bullying,"""Gila ni siluman,, di story orang lain keliatan banget tumpukan2 lemaknya, buriknya apalagi""",gila ni siluman story orang kelihatan sekali tumpukan2 lemaknya buriknya,0
191,Bullying,"""Dasar Bego lu.. gua jijik sama lu bro kayak gak punya otak banget""",dasar bodoh kamu saya jijik kamu bro mirip tidak otak sekali,0
192,Bullying,"""Lo kira lo bagus tuh begitu anjing wkwkw""",kamu kamu bagus tuh anjing wkwkw,0
193,Non-bullying,"""Di maafin aaa? semoga dia jera untuk kedepannya?""",maafin aaa semoga jera kedepannya,1
194,Bullying,"""Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha""",eh bocah mending kamu mati saja tidak orang mirip kamu hahahahaha,0
195,Non-bullying,"""Btw yang video tapi boong itu dia buat nya tahun lalu bukan pas masalah yang sekarang kalau gak percaya lihat tribun news jadi jangan hujat dia lagi ya""",btw video bohong nya pas tidak percaya lihat tribun news hujat ya,1
196,Non-bullying,"""Okay bro kalem aja, tetap semangat dan jangan putus asa""",okay bro kalem saja semangat putus asa,1
197,Bullying,"""Lu Mati ajalah . Udah biar gak bikin ribet""",kamu mati saja sudah biar tidak bikin ribet,0
198,Bullying,"""SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA""",sampah masyarakat musnahkan,0
199,Bullying,"""MATI KAU NAJIS KONTOL BANGSAT MATI KAU""",mati kamu najis kontol bangsat mati kamu,0
200,Bullying,"""youtuber toxic, tutup akunmu sekalian tutup usia""",youtuber toxic tutup akunmu tutup usia,0
201,Non-bullying,"""Pada ribet kayak udah pada benar aja lu semua""",ribet mirip sudah saja kamu,1
202,Non-bullying,"""Jangan ada hitam diatas putih. Langsung proses""",hitam diatas putih langsung proses,1
203,Non-bullying,"""Kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian""",sayang anaknya ya serahkan saja polisi biar didik,1
