,Label,String,clean_text,encoded_label
43,bullying,Tampang dajjal iblis yang gigi taringnya menyeringai siap menyedot air mani perjaka di kasur kelak di Neraka memek si pelacur Jalang depok akan disodok besi panas membara,tampang dajjal iblis gigi taringnya menyeringai menyedot air mani perjaka kasur kelak neraka memek si pelacur jalang depok disodok besi panas membara,0
44,tidak bully,Cantik ayu pnts aj igun tergila gila SM ayu,cantik ayu pnts saja igun tergila gila sama ayu,1
45,tidak bully,Ud berumur tp masih cantik dan badannya ga kalah sama yg muda,sudah berumur tetapi cantik badannya tidak kalah yang muda,1
46,tidak bully,"apapun yg org katakan, ayu ttp pujaanku",apapun yang orang ayu tetap pujaanku,1
47,tidak bully,"Sabar yah yu, jgn dengerin orang yg gak suka, karna udh pasti ada yg suka dan tidak, yg tidak suka kita doain yg suka alhamdulillah",sabar yah yu jangan dengerin orang yang tidak suka karena sudah yang suka yang suka doain yang suka alhamdulillah,1
48,bullying,Tampang artis alay dan norak!!,tampang artis alay norak,0
49,tidak bully,Janda cantik nih,janda cantik nih,1
50,bullying,sok cantik lu najiss,sok cantik kamu najiss,0
51,tidak bully,Cari sensasi.. Ouyyy,cari sensasi ouyyy,1
52,bullying,muna lu tuir..!! Sok suci lu tuir!! Jijik liat lu,muna kamu tuir sok suci kamu tuir jijik liat kamu,0
53,bullying,Diiiihhhh jgn sok cantik deh kalo cm bsa ngambil n jadi perebut suami org,diiiihhhh jangan sok cantik deh kalau cuma bisa ambil n perebut suami orang,0
54,bullying,woi pelacur anjing,woi pelacur anjing,0
55,bullying,"pelacur iya, pelakor juga iya",pelacur iya pelakor iya,0
56,bullying,"Dasar PERUSAK RUMAH TANGGA ORANG, perebut kebahagiaan orang lain",dasar perusak rumah tangga orang perebut kebahagiaan orang,0
57,tidak bully,alisnya jlek banget dah,alisnya jlek sekali sudah,1
58,bullying,jijik sumpah liat muka ayu,jijik sumpah liat muka ayu,0
59,tidak bully,comelnya sayang akuuuuu,comelnya sayang akuuuuu,1
60,tidak bully,selalu Cantik dan MEMUKAU,cantik memukau,1
61,bullying,norak,norak,0
62,tidak bully,apaansih ,apaansih,1
63,bullying,muka setan,muka setan,0
64,tidak bully,cantiknya teteh...tetap semangat teh,cantiknya teteh semangat teh,1
65,tidak bully,@meldi_roseloper kasian jomblo ga ada yg mau sama lo akhirnya muji diri sendiri,<USERNAME> kasihan jomblo tidak yang kamu muji,1
66,tidak bully,Ini bidadariii??? 😂😂😂😂😂😂😂 bidadari yg mau berkarir??? Karir apooo tohhh nduk??? Ckckckckc🙌🙌,bidadariii bidadari yang berkarir karir apooo tohhh nduk ckckckckc,1
67,bullying,kaka lu lahiran nikah siapa yg biayain bego lu psg behel dll siapa yg bye bego mami ad buktinya d rumpi lu blg cm emak elu yg d biayain pikir lu minta bukti mami udh ksh bukti dr dlu lu aj yg gk sadar p emg lu gk ad otaknya kli.,kaka kamu lahiran nikah yang biayain bodoh kamu pasang behel dan lain lain yang bye bodoh mami ada buktinya di rumpi kamu bilang cuma emak elu yang di biayain pikir kamu bukti mami sudah kasih bukti dari dulu kamu saja yang tidak sadar p memang kamu tidak ada otaknya kali,0
68,bullying,Kasian bgt di sorakin terus... bae bae lo di tombak org org 😀 pulang pulang intropeksi woy... nyampah aja di tv,kasihan sangat sorakin baik baik kamu tombak orang orang pulang pulang intropeksi woy nyampah saja tv,0
69,bullying,@hadiedewi iyaaa gendut n leher double chin.... disorakin ama yg nonton😂😂,<USERNAME> iyaaa gendut n leher double chin disorakin ama yang nonton,0
70,bullying,"Kerjaanx cuma klarifikasi doang bru klo sementara ngomong nggak jelas banget artikulasix, km ngomong kyak kumur2. Klo ngomong it yg jelas mel, bru pipimu tembem banget diliat klo di tv. Kentara banget muka km it aslix jahat & munafik pantes aja km it dibenci oleh auntymu 😛😛😛",kerjaanx klarifikasi saja baru kalau bicara tidak sekali artikulasix kamu bicara seperti kumur2 kalau bicara itu yang mel baru pipimu tembem sekali diliat kalau tv kentara sekali muka kamu itu aslix jahat munafik pantes saja kamu itu dibenci auntymu,0
71,tidak bully,@meldi_roseloper akun sendiri. Coment sndiri. Niat org bilang ad fans. Padahal itu akun dia juga wkwkkwkss,<USERNAME> akun coment sendiri niat orang bilang ada fans akun wkwkkwkss,1
72,bullying,@nabel257 yaxh kaka ko percaya si. @rosameldianti_ ini ga peduli kak yang penting uang masuk apalagi dia panasan endorsean sama tetangga sebelah asal trima aja ga dicek. Meldi aja biang kerok masalah lari dari tanggungjwab apalagi endorsean. Ga bakal sanggup dia ganti kak,<USERNAME> yaxh kaka ko percaya si <USERNAME> tidak peduli kak uang masuk panasan endorsean tetangga sebelah terima saja tidak dicek meldi saja biang kerok lari tanggungjwab endorsean tidak sanggup ganti kak,0
73,bullying,@meldi_roseloper najis hahahajahahaja,<USERNAME> najis hahahajahahaja,0
74,bullying,Mukanya...teteuuuuppp...kaya taikkk kebooo,mukanya teteuuuuppp kaya taikkk kebooo,0
75,tidak bully,Endorse @rosameldianti_ tolong di sampaikan ke akun @kikiprojek untuk tanggung jawab dia sudah memblokir saya setelah sy transfer. Kataya anda artists kok hasil endorse nya penipuuu .....tolong di bantu yah . Nanti sy bayar kamu juga aslakan si penipu itu kirim barangx jangan asal blok sy @rosameldianti_,endorse <USERNAME> tolong akun <USERNAME> tanggung memblokir saya transfer kataya artists hasil endorse nya penipuuu tolong bantu yah saya bayar aslakan si penipu kirim barangx blok saya <USERNAME>,1
76,tidak bully,@meldi_roseloper jangan bikin akun fans sendiri dehh gais;( miris amat wkwk,<USERNAME> bikin akun fans dehh gais miris wkwk,1
77,tidak bully,Muka nya di edit nyampe penyok2 gitu 😅 @rosameldianti_,muka nya edit sampai penyok2 begitu <USERNAME>,1
78,tidak bully,horeeeee nggak pernah manggung manggung...,horeeeee tidak manggung manggung,1
79,tidak bully,"Artis apaan diusir sama penonton nya... Mimpi Kali, bukti tuh kamu ditolak masyarakat Indonesia, ngak laku lah... #boikotrosameldianti",artis diusir penonton nya mimpi kali bukti tuh ditolak masyarakat indonesia tidak laku boikotrosameldianti,1
80,bullying, Artis gadungan,artis gadungan,0
81,bullying,Hahhaha kesian dah di undang di @rumpi_ttv cuman buat di sorakin ama penonton doang 🤣🤣🤣🤣 pengen jadi artis kaga kesampaian ya allah gw ngakak so hard liat ni babi tadi 🐷 @rosameldianti_,hahhaha kasihan sudah undang <USERNAME> hanya sorakin ama penonton saja pengen artis kaga ya allah saya terbahak-bahak so hard liat ni babi <USERNAME>,0
82,bullying,Haha kasian tampil d tv cuma buat d permalukan. Udah nyanyinya lipsing dia kabur musiknya masih nyala di kejar wartawan bangga padahal cuma klasifikasi. Ngakak smpe ke ubun ubun 😂,haha kasihan tampil di tv di permalukan sudah nyanyinya lipsing kabur musiknya nyala kejar wartawan bangga klasifikasi terbahak-bahak sampai ubun ubun,0
83,bullying,"Kasian live di rumpik ditriakin haters hahaha katanya haters ada di sosmed doang?noh dunia nyata lu lebih banyakk!! REJEKI GA KETUKER MEL,SELAMAT HIDUP DIHANTUI HATERS😛😜😜😜😜😜😜",kasihan live rumpik ditriakin haters hahaha haters sosmed saja noh dunia nyata kamu banyakk rejeki tidak ketuker mel selamat hidup dihantui haters,0
84,tidak bully,"Lu tdi di rumpi hbis pulng nagis gk, di permalukan kyk gitu??",kamu tadi rumpi habis pulng nagis tidak permalukan seperti begitu,1
85,bullying,@meldi_roseloper inggih emak lampir🤣😂😂😂🤣bidadari bantet,<USERNAME> inggih emak lampir bidadari bantet,0
86,tidak bully,Mana ...mana.... Video yg lg naik panggung DI USIR ama penontonx kok ga di tampilin 🤣🤣🤣🤣🤣🤣🤣,video yang lagi panggung usir ama penontonx tidak tampilin,1
87,tidak bully,"Hayoh cepet ganti uang mami yg udah di kasiin ke elu, jangan ngomong doang lu .. Udah terkenal kan ? Udah jadi artis kan ? Cetek kan uang 200 juta buat lu mah .. Jangan ngomong doang yaa shayaaaang @rosameldianti_@baharsaleh_iskandar",hayoh cepat ganti uang mami yang sudah kasiin elu bicara saja kamu sudah terkenal sudah artis cetek uang 200 juta kamu mah bicara saja yaa shayaaaang <USERNAME> <USERNAME>,1
88,bullying,Dasar muka comberan,dasar muka comberan,0
89,tidak bully,Wkwkwkkwkw diundang cuma buat klarifikasi doang.,wkwkwkkwkw diundang klarifikasi saja,1
90,bullying,Cari sensasi lo mel😁😁😁,cari sensasi kamu mel,0
91,bullying,Klo jd gw sih malu ya. Masuk tv tp di sorakin d usir iiiuuuhhhh... mana ada artis kya gtu. Tp lu ga pnya kaca dn ga pnya malu sih,kalau jadi saya sih malu ya masuk tv tetapi sorakin di usir iiiuuuhhhh artis kya begitu tetapi kamu tidak punya kaca dan tidak punya malu sih,0
92,tidak bully,Selfie mulu gda temen ARTIS ya 😂,selfie terus gda teman artis ya,1
93,tidak bully,"Ciee kemarin bilangnya g dibantu, skrg mau balikin.. pembohong emg suka bicara 2x ya @rosameldianti_",ciee kemarin bilangnya tidak dibantu sekarang balikin pembohong memang suka bicara 2x ya <USERNAME>,1
94,tidak bully,@meldi_roseloper udah di black list semua mertua kali,<USERNAME> sudah black list mertua kali,1
95,tidak bully,hahahaaa .. Di usirrr penonton 😅😅😅,hahahaaa usirrr penonton,1
96,bullying,"@rosameldianti_ kasihan banget hidup mu ndok datang ke acara live mala di sorakin sama penont, lebih berharga lonte dr pada diri mu",<USERNAME> kasihan sekali hidup mu ndok acara live mala sorakin penont berharga lonte dari mu,0
97,tidak bully,jarinya knp jempol semua,jarinya kenapa jempol,1
98,bullying,Aduuuuu sayang bangettt gw nggk dtg ke mall cibubur.... gw pengen banget lempar dengan botol pas dy di panggung 😭😭😭 MAMPUS LO DI TOLAK SAMA PENONTON 🤪🤪🤪🤪🤪🤪🤪,aduuuuu sayang bangettt saya tidak datang mall cibubur saya pengen sekali lempar botol pas dia panggung mampus kamu tolak penonton,0
99,tidak bully,Mel gimana rasanya lg live trus disorakin penonton gituu?? Untung gk dilempar botol kamu mel..,mel gimana lagi live terus disorakin penonton gituu untung tidak dilempar botol mel,1
100,bullying,Wkwkkkkkk ni artis td yg dsorakn penonton nya y😂maluuuuuuuuuuu wkwkkk d tolak masyarakat tp nekad,wkwkkkkkk ni artis tadu yang dsorakn penonton nya y maluuuuuuuuuuu wkwkkk di tolak masyarakat tetapi nekad,0
101,tidak bully,"Мanтap вangeт ĸaaĸ, ѕeтelaн aĸυυ paĸee мaѕĸer payyυdarra darι @breastsup_solution.id payυdarra aĸυ naιĸ мaĸιn ιdeaal dann ĸeencang dalaaм 2 мιngggυ !!",мanтap вangeт ĸaaĸ ѕeтelaн aĸυυ paĸee мaѕĸer payyυdarra darι <USERNAME> id payυdarra aĸυ naιĸ мaĸιn ιdeaal dann ĸeencang dalaaм 2 мιngggυ,1
102,bullying,@meldi_roseloperhaluuu. Ngaca pake kaca. Jangan pke air comberan. Haha,<USERNAME> ngaca pakai kaca pakai air comberan haha,0
103,tidak bully,@meldi_roseloper haluuu😂,<USERNAME> haluuu,1
104,bullying,Enak yaa disorakin haters 😂 kemarin kata lu kalo haters ketemu lu di dunia nyata beda sama di dunia maya. Gua liat di tv sama aja kayaknya ya bahkan lebih sadissss😂😂😂😂😂😂,enak yaa disorakin haters kemarin kamu kalau haters ketemu kamu dunia nyata beda dunia maya saya liat tv saja kayaknya ya sadissss,0
105,tidak bully,Mel gimana rasanya di hujat pas lagi live ??🤣🤣🤣🤣🤣,mel gimana hujat pas live,1
106,tidak bully,"@rhiz_crizthina @sita.janetsemua wanita itu cantik, masa ganteng .",<USERNAME> <USERNAME> janetsemua wanita cantik ganteng,1
107,tidak bully,kalo kurus pasti cantik,kalau kurus cantik,1
108,tidak bully,@irma_lophe_eponk terlalu baik jadinya sumbang lagu sendiri walaupun ga di bayar awkwk,<USERNAME> sumbang lagu tidak bayar awkwk,1
109,tidak bully,"Ganti duit aunty jangan lupa!! Jangan cuma brani ngebacot klarifikasinya,ganti yg bener semua!!malah katanya lebih kan gantinya?buruan ditungguuuuu!!!😜😜😜😜",ganti duit aunty lupa berani ngebacot klarifikasinya ganti yang benar gantinya buruan ditungguuuuu,1
110,tidak bully,"@meldi_roseloper tadi di rumpi no secret junjungan kalian di permalukan, kok kalian ga belain si minimal foto bareng kek trs di tag, fans macam apa kalian!",<USERNAME> rumpi nomor secret junjungan permalukan tidak belain si minimal foto bareng kek terus tag fans,1
111,bullying,"Hahahahaha,,,,di sorakin nih yeee di mol... Coba kl di studio... Banyak botol melayang,,, di mol banyak security,,,jd aman muka ny😂",hahahahaha sorakin nih yeee mol coba kalau studio botol melayang mol security jadi aman muka nya,0
112,bullying,"BIKIN MALU PENDUKUNG JOKOWI AJA LOE ,CANTIK KAGA",bikin malu pendukung jokowi saja kamu cantik kaga,0
113,tidak bully,Lhat YouTube d acra rumpi terbru nie anak😆,lhat youtube di acra rumpi terbru nie anak,1
114,tidak bully,Otw dilmpar btol penonton npa ngk dilwan .? Ktax brani ama netijen..?,otw dilmpar btol penonton npa tidak dilwan ktax berani ama netijen,1
115,tidak bully,@rhiz_crizthina pansos!!,<USERNAME> pansos,1
116,tidak bully,BOLEH KETAWA GAK SEH AHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAAHHA,tertawa tidak seh ahahaahahahahahahahahahahahahahahahahahahahahhahaahha,1
117,tidak bully,Oh ini ya orang yang disurakin di panggung WKWK,oh ya orang disurakin panggung wkwk,1
118,tidak bully,Kasian deh dipanggung suruh turunnn 😃😄😄😄😄😄🎆,kasihan deh dipanggung suruh turunnn,1
119,tidak bully,@erlangga4367 itudah smpe mau miskin dandan terus...😂😂😂,<USERNAME> itudah sampai miskin dandan,1
120,bullying,"Datang ke acara buat di permalukan gtu aja kok kamu bangga mel mel , 😂😂😂😂😂 @rosameldianti_",acara permalukan begitu saja bangga mel mel <USERNAME>,0
121,tidak bully,"Gk kau masukin atw pos in ig td live acara rumpi😂, yg d teriakin d sorakin dan d suruh turun sm penontoon ???😂😂",tidak kamu masukin atau pos in ig tadu live acara rumpi yang di teriakin di sorakin di suruh turun sama penontoon,1
122,tidak bully,Bidadari yg mau dilempar botol sama penonton iya :v,bidadari yang dilempar botol penonton iya v,1
123,bullying,"Semenjak mahluk ini muncul dijkarta ada untungnya juga .secara gue jadi jarang keragunan liat aneka jenis binatang , soalnya mukanya slalu berubah ubah .ada mirip burung bangau pemakan bangke ..ada mirip kyk ular ganti kulit ..😂😂😂😂😂",semenjak mahluk muncul dijkarta untungnya saya jarang keragunan liat aneka jenis binatang mukanya selalu berubah ubah burung bangau pemakan bangke seperti ular ganti kulit,0
124,bullying,"Jd bidadari abal2 doang bangga, attitude gk mencerminkan seorg bidadari",jadi bidadari abal2 saja bangga attitude tidak mencerminkan seorg bidadari,0
125,tidak bully,Satu lg deh kok klo lg olahraga berasa langsing aplikasi apaan seh itu modelnya bisa selangsing itu dan sebagus itu,lagi deh kalau lagi olahraga berasa langsing aplikasi seh modelnya selangsing sebagus,1
126,tidak bully,"logika aja, manggung gratisan aja di upload berkali kali, apalagi klo emg bener ada job manggung beneran pasti udh full posting nya bisa 12 post dan sampe ngundang wartawan kalo dia beneran manggung 😂😂😂 @rosameldianti_ iyheee khannn zheyenggg",logika saja manggung gratis saja upload berkali kali kalau memang benar job manggung benar sudah full posting nya 12 post sampai ngundang wartawan kalau benar manggung <USERNAME> iyheee khannn zheyenggg,1
127,tidak bully,Udh pada liat belom pas dia lg di rumpi di sorakin suruh turun 🤣🤣🤣 kasian,sudah liat belum pas lagi rumpi sorakin suruh turun kasihan,1
128,tidak bully,Penyanyi dgn suara terbagus dan cantik yaitu kakak😁😁👍,penyanyi dengan suara terbagus cantik kakak,1
129,tidak bully,@kaylaalexandra300401fotonya mbae dijernihin dulu biar gak butek kayak meldut 😂,<USERNAME> mbae dijernihin biar tidak butek mirip meldut,1
130,tidak bully,"Selebgram aja masih banyak job yg dibintangi, lah kamu???? Haha lucu yaa artis bukan selebgram bukan😂",selebgram saja job yang dibintangi haha lucu yaa artis selebgram,1
131,tidak bully,@kmshirena_ ngemeng apa siih lu?? Kumur2 jgn disini dikamar mandi sana 😂😂😂,<USERNAME> ngemeng siih kamu kumur2 jangan dikamar mandi,1
132,tidak bully,@rosameldianti_ 🤣🤣 bidadari jokowi kw🤣🤣 menghadiri acara msyarakat juga bisa. Foto sma jkowi msyarkat juga bisa🤣 baru kaget ya dgn hal bgtuan yampun wong desa sekali anda. Hdri tim2 smua org juga bisa 🤣🤣🤣 memalukan sekali di bilang bidadari kok gk diundang di gbk malu woy🤣🤣🤣 muka model waria di bilang cntik🤣🤣. Hdiri di acar cuman mkan gratis numpang tener pdhal bukan artis kw 🤣🤣🤣,<USERNAME> bidadari jokowi kw menghadiri acara msyarakat foto sma jkowi msyarkat kaget ya dengan bgtuan yampun desa hdri tim2 semua orang memalukan bilang bidadari tidak diundang gbk malu woy muka model waria bilang cntik hdiri acar hanya makan gratis numpang tener padahal artis kw,1
133,bullying,"Gmn live serasa uda PD banget naik ke atas panggung trs d sorakin d suruh pulang dan d kata""in ya'ampun mel lonte aja tau malu dan tau diri ini lo lebih dr lonte miris najis amit2",bagaimana live serasa sudah pada sekali panggung terus di sorakin di suruh pulang di in ya ampun mel lonte saja tahu malu tahu kamu dari lonte miris najis amit2,0
134,tidak bully,Kurang kerjaan karena gak ada tawaran job manggung,kerjaan tidak tawaran job manggung,1
135,tidak bully,Ngakunya bidadari. Tp sekalinya foto sm pak jokowi malah kaya gitu. Ututuu😂,ngakunya bidadari tetapi sekalinya foto sama jokowi kaya begitu ututuu,1
136,tidak bully,@rosameldianti_ kakakkk makasih ya saran pemutih alaminya yg waktu itu dari @topherbal_internationalsekrg aku jadi PD lagi dehh,<USERNAME> kakakkk terima kasih ya saran pemutih alaminya yang <USERNAME> pada dehh,1
137,tidak bully,Otw oprasi jakun.wkwkw,otw operasi jakun wkwkw,1
138,tidak bully,Bukan tumor itu mah keselek biji duren 😆😆,tumor mah keselek biji duren,1
139,bullying,DASAR KAUM NABI LUTH,dasar kaum nabi luth,0
140,tidak bully,Kupikir lucinta ni jadi Thanos....trnyata jd wanita idaman.....😀👍,kupikir lucinta ni thanos ternyata jadi wanita idaman,1
141,bullying,@mlsng09 aku cuk gak seneng aku cuk kalo dia di indonesia. bencongg. katala sundala,<USERNAME> cuk tidak senang cuk kalau indonesia bencongg katala sundala,0
142,bullying,Kayanya kontol nya panjang,kayaknya kontol nya,0
143,tidak bully,"Wahai netizen budiman, jangan berprasangka buruk soal jakun @lucintaluna postive thinking aja itu cuma kanker saluran nafas. Awowkowkwlwk",netizen budiman berprasangka buruk jakun <USERNAME> postive thinking saja kanker saluran nafas awowkowkwlwk,1
144,tidak bully,Halo cowok,halo cowok,1
145,tidak bully,@abang_bono mending gak jd body goal tp ori cw.. Drpd body goal tp tg:v hiyahiya kontet,<USERNAME> mending tidak jadi body goal tetapi ori cewek daripada body goal tetapi tg v hiyahiya kontet,1
146,tidak bully,Kalo memang ka lucita luna perempuan yaudah iyakan saja semua akan terbukti bisa sudah tiada krn harus pakai nama asli... Itu sih yg penting mudah2an dpt hidayah,kalau ka lucita luna perempuan yaudah iyakan terbukti tiada karena pakai nama asli sih yang mudah2an dapat hidayah,1
147,bullying,Setan mana,setan,0
148,tidak bully,Ingat kamu adalah laki laki jangan kecentilan 😬😬😀😀@lucintaluna Kata mba @ratna_pandita 😂😂,laki laki kecentilan <USERNAME> mba <USERNAME>,1
149,tidak bully,Tante fatah😂,tante fatah,1
150,tidak bully,"GK usah bawa blackpink bisa gk kak, kakak beda kelas sama mereka, dan jangan ngaku ngaku fanshion blackpink ngikutin kakak, beda kelas kak",tidak bawa blackpink tidak kak kakak beda kelas ngaku ngaku fanshion blackpink ikuti kakak beda kelas kak,1
151,tidak bully,Salome ? Satu lobang rame-rame?,salome lobang ramai ramai,1
152,tidak bully,Tolong ya jngn trllu pede 🔥🔥,tolong ya jangan trllu pede,1
153,tidak bully,Mentang mentang cewe ngumbar badan terus.,mentang mentang cewek ngumbar badan,1
154,tidak bully,Percuma besar kalo buatan @clrhanna,kalau buatan <USERNAME>,1
155,bullying,Lu cowo bajing,kamu cowok bajing,0
156,tidak bully,Kok pada ribut masalah jakun ya 😀😀 cewek aja ada yg be kumis 😀😀 jgn2 para cewek iri ya kerna kalah sexsi dari LL 😀😀 ataw para cowok iri kerna ngk ada jakun nya 😂😂,ribut jakun ya cewek saja yang be kumis jgn2 cewek iri ya kerna kalah sexsi ll ataw cowok iri kerna tidak jakun nya,1
157,bullying,Males gua di beranda nama dan video nya @lucintaluna mulu yg muncul.jiji gua liatnya geli apalagi pas cara bicaranya duh gua sampe gamau liatin muka nya.,males saya beranda nama video nya <USERNAME> terus yang muncul jiji saya liatnya geli pas bicaranya duh saya sampai tidak mau lihat muka nya,0
158,tidak bully,Wkwkw seksi tapi laki😆..ngakak gua njerr,wkwkw seksi laki terbahak-bahak saya njerr,1
159,bullying,"Kak lucinta luna kalo diliat"" kaya dajal ya",kak lucinta luna kalau diliat kaya dajal ya,0
160,bullying,Om kontol nya di buang kemana?,om kontol nya buang ke mana,0
161,tidak bully,Laki² nya msh nampak🤭 Operasi lagi sana gih,laki² nya masih nampak operasi gih,1
162,bullying,Lo kan laki jancuk,kamu laki jancuk,0
163,tidak bully,Cewk kok ad jakunnya y...,cewk ada jakunnya y,1
164,tidak bully,Bang.. lucu cewe atau cowo?,bang lucu cewek cowok,1
165,bullying,bEncong,bencong,0
166,tidak bully,Makin hari makin klihatan aura laki laki nya😂😂😂😂,klihatan aura laki laki nya,1
